"CD_TOPIC";"LB_TOPIC_DESC";"CD_DIVISION";"LB_DIVISION_DESC"
"FCH-02-4-2017";"Highly flexible electrolysers balancing the energy output inside the fence of a wind park";"EU.3.3.8.2.";"Increase the energy efficiency of production of hydrogen mainly from water electrolysis and renewable sources while reducing operating and capital costs, so that the combined system of the hydrogen production and the conversion using the fuel cell system "
"FCH-02-4-2017";"Highly flexible electrolysers balancing the energy output inside the fence of a wind park";"EU.3.3.8.3.";"Demonstrate on a large scale the feasibility of using hydrogen to support integration of renewable energy sources into the energy systems, including through its use as a competitive energy storage medium for electricity produced from renewable energy sour"
"FCH-02.5-2014";"Innovative fuel cell systems at intermediate power range for distributed combined heat and power generation";"EU.3.3.8.1.";"Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs"
"FCH-02.5-2015";"Development of technology to separate hydrogen from low-concentration hydrogen streams";"EU.3.3.8.3.";"Demonstrate on a large scale the feasibility of using hydrogen to support integration of renewable energy sources into the energy systems, including through its use as a competitive energy storage medium for electricity produced from renewable energy sour"
"FCH-02-5-2016";"Advanced monitoring, diagnostics and lifetime estimation for stationary SOFC stacks and modules";"EU.3.3.8.1.";"Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs"
"FCH-02-5-2017";"Demonstration of large electrolysers for bulk renewable hydrogen production";"EU.3.3.8.2.";"Increase the energy efficiency of production of hydrogen mainly from water electrolysis and renewable sources while reducing operating and capital costs, so that the combined system of the hydrogen production and the conversion using the fuel cell system "
"FCH-02-5-2017";"Demonstration of large electrolysers for bulk renewable hydrogen production";"EU.3.3.8.3.";"Demonstrate on a large scale the feasibility of using hydrogen to support integration of renewable energy sources into the energy systems, including through its use as a competitive energy storage medium for electricity produced from renewable energy sour"
"FCH-02.6-2014";"Development of centrifugal hydrogen compressor technology";"EU.3.3.8.3.";"Demonstrate on a large scale the feasibility of using hydrogen to support integration of renewable energy sources into the energy systems, including through its use as a competitive energy storage medium for electricity produced from renewable energy sour"
"FCH-02.6-2015";"Development of cost effective manufacturing technologies for key components or fuel cell systems";"EU.3.3.8.1.";"Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs"
"FCH-02-6-2016";"Development of cost effective manufacturing technologies for key components or fuel cell systems for industrial applications";"EU.3.3.8.1.";"Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs"
"FCH-02-6-2017";"Liquid organic hydrogen carrier";"EU.3.3.8.2.";"Increase the energy efficiency of production of hydrogen mainly from water electrolysis and renewable sources while reducing operating and capital costs, so that the combined system of the hydrogen production and the conversion using the fuel cell system "
"FCH-02-6-2017";"Liquid organic hydrogen carrier";"EU.3.3.8.3.";"Demonstrate on a large scale the feasibility of using hydrogen to support integration of renewable energy sources into the energy systems, including through its use as a competitive energy storage medium for electricity produced from renewable energy sour"
"FCH-02.7-2014";"Stand-alone hydrogen purification systems for new hydrogen pathways";"EU.3.3.8.3.";"Demonstrate on a large scale the feasibility of using hydrogen to support integration of renewable energy sources into the energy systems, including through its use as a competitive energy storage medium for electricity produced from renewable energy sour"
"FCH-02.7-2015";"MW or multi-MW demonstration of stationary fuel cells";"EU.3.3.8.1.";"Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs"
"FCH-02-7-2016";"Demonstration of large-scale rapid response electrolysis to provide grid balancing services and to supply hydrogen markets";"EU.3.3.8.3.";"Demonstrate on a large scale the feasibility of using hydrogen to support integration of renewable energy sources into the energy systems, including through its use as a competitive energy storage medium for electricity produced from renewable energy sour"
"FCH-02-7-2017";"Development of flexible large fuel cell power plants for grid support";"EU.3.3.8.1.";"Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs"
"FCH-02.8-2014";"Improvement of electrolyser design for grid integration";"EU.3.3.8.3.";"Demonstrate on a large scale the feasibility of using hydrogen to support integration of renewable energy sources into the energy systems, including through its use as a competitive energy storage medium for electricity produced from renewable energy sour"
"FCH-02.8-2015";"Sub-MW demonstration of stationary fuel cells fuelled with biogas from biowaste treatment";"EU.3.3.8.1.";"Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs"
"FCH-02-8-2016";"Large scale demonstration of commercial fuel cells in the power range of 20-100kW in different market applications";"EU.3.3.8.1.";"Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs"
"FCH-02-8-2017";"Step-change in manufacturing of Fuel Cell Stack Components";"EU.3.3.8.1.";"Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs"
"FCH-02.9-2014";"Significant improvement of installation and service for fuel cell systems by Design-to-Service";"EU.3.3.8.1.";"Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs"
"FCH-02.9-2015";"Large scale demonstration of µCHP fuel cells";"EU.3.3.8.1.";"Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs"
"FCH-02-9-2016";"Large scale demonstration of commercial fuel cells in the power range of 100-400kW in different market applications";"EU.3.3.8.1.";"Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs"
"FCH-02-9-2017";"Development of next-generation SOFC stack for small stationary applications";"EU.3.3.8.1.";"Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs"
"FCH-03.1-2014";"Hydrogen territories";"EU.3.3.8.3.";"Demonstrate on a large scale the feasibility of using hydrogen to support integration of renewable energy sources into the energy systems, including through its use as a competitive energy storage medium for electricity produced from renewable energy sour"
"FCH-03.1-2015";"Large scale demonstration of Hydrogen Refuelling Stations and FCEV road vehicles - including buses and on site electrolysis";"EU.3.3.3.2.";"Reducing time to market for hydrogen and fuel cells technologies"
"FCH-03.1-2015";"Large scale demonstration of Hydrogen Refuelling Stations and FCEV road vehicles - including buses and on site electrolysis";"EU.3.3.8.3.";"Demonstrate on a large scale the feasibility of using hydrogen to support integration of renewable energy sources into the energy systems, including through its use as a competitive energy storage medium for electricity produced from renewable energy sour"
"FCH-03.1-2015";"Large scale demonstration of Hydrogen Refuelling Stations and FCEV road vehicles - including buses and on site electrolysis";"EU.3.4.6.1.";"Reduce the production cost of fuel cell systems to be used in transport applications, while increasing their lifetime to levels which can compete with conventional technologies"
